"ID","Bill ID","Date","Passed","Other Count","Yes Count","No Count"
"HIV00000723","SB 810","2011-03-21 00:00:00","Yes",2,12,0
"HIV00000715","SB 807","2011-02-02 00:00:00","Yes",0,6,0
"HIV00000752","SB 878","2011-02-07 00:00:00","Yes",1,7,0
"HIV00000762","SB 885","2011-02-15 00:00:00","Yes",0,5,0
"HIV00000756","SB 882","2011-02-03 00:00:00","Yes",2,3,0
"HIV00000757","SB 882","2011-03-01 00:00:00","Yes",2,12,0
"HIV00000755","SB 880","2011-02-03 00:00:00","Yes",2,3,0
"HIV00000753","SB 879","2011-02-03 00:00:00","Yes",2,3,0
"HIV00000754","SB 879","2011-02-24 00:00:00","Yes",1,13,0
"HIV00000892","SB 1037","2011-02-08 00:00:00","Yes",1,3,1
"HIV00000898","SB 1041","2011-02-07 00:00:00","Yes",1,4,0
"HIV00000927","SB 1066","2011-02-15 00:00:00","Yes",2,3,0
"HIV00000929","SB 1066","2011-03-18 00:00:00","Yes",1,11,0
"HIV00000928","SB 1066","2011-03-01 00:00:00","Yes",2,11,1
"HIV00000919","SB 1064","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000921","SB 1064","2011-03-11 00:00:00","Yes",5,5,2
"HIV00000920","SB 1064","2011-02-17 00:00:00","Yes",1,12,1
"HIV00000916","SB 1063","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000918","SB 1063","2011-03-11 00:00:00","Yes",5,5,2
"HIV00000917","SB 1063","2011-02-17 00:00:00","Yes",1,12,1
"HIV00000906","SB 1059","2011-02-08 00:00:00","Yes",1,3,1
"HIV00000907","SB 1059","2011-02-22 00:00:00","Yes",2,3,0
"HIV00000979","SB 1084","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000981","SB 1084","2011-03-11 00:00:00","Yes",5,7,0
"HIV00000980","SB 1084","2011-02-17 00:00:00","Yes",1,12,1
"HIV00000973","SB 1082","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000974","SB 1082","2011-02-25 00:00:00","Yes",1,12,1
"HIV00000971","SB 1081","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000972","SB 1081","2011-02-25 00:00:00","Yes",1,12,1
"HIV00000970","SB 1080","2011-02-07 00:00:00","Yes",1,4,0
"HIV00000958","SB 1077","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000960","SB 1077","2011-03-11 00:00:00","Yes",5,5,2
"HIV00000959","SB 1077","2011-02-17 00:00:00","Yes",1,12,1
"HIV00000950","SB 1075","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000952","SB 1075","2011-03-11 00:00:00","Yes",5,5,2
"HIV00000951","SB 1075","2011-02-17 00:00:00","Yes",1,12,1
"HIV00001009","SB 1096","2011-02-02 00:00:00","Yes",1,3,1
"HIV00001011","SB 1096","2011-03-11 00:00:00","Yes",5,5,2
"HIV00001010","SB 1096","2011-02-17 00:00:00","Yes",1,12,1
"HIV00001004","SB 1094","2011-03-01 00:00:00","Yes",1,2,2
"HIV00001002","SB 1090","2011-02-15 00:00:00","Yes",2,3,0
"HIV00001003","SB 1090","2011-02-25 00:00:00","Yes",1,12,1
"HIV00000982","SB 1085","2011-02-02 00:00:00","Yes",1,3,1
"HIV00000984","SB 1085","2011-03-11 00:00:00","Yes",5,7,0
"HIV00000983","SB 1085","2011-02-17 00:00:00","Yes",1,12,1
"HIV00001030","SB 1123","2011-02-02 00:00:00","No",0,5,0
"HIV00001029","SB 1122","2011-02-03 00:00:00","Yes",2,3,0
"HIV00001024","SB 1115","2011-01-31 00:00:00","Yes",2,4,0
"HIV00001025","SB 1115","2011-02-25 00:00:00","Yes",2,12,0
"HIV00001041","SB 1139","2011-02-02 00:00:00","Yes",3,4,0
"HIV00001031","SB 1125","2011-02-09 00:00:00","Yes",0,7,0
"HIV00001033","SB 1125","2011-03-16 00:00:00","Yes",3,8,0
"HIV00001032","SB 1125","2011-03-01 00:00:00","Yes",0,13,1
"HIV00001111","SB 1195","2011-02-07 00:00:00","Yes",1,4,0
"HIV00001110","SB 1194","2011-02-03 00:00:00","Yes",1,6,0
"HIV00001109","SB 1193","2011-02-08 00:00:00","Yes",1,4,0
"HIV00001107","SB 1190","2011-02-24 00:00:00","Yes",2,5,0
"HIV00001108","SB 1190","2011-03-16 00:00:00","Yes",1,10,0
"HIV00001116","SB 1209","2011-02-08 00:00:00","Yes",4,5,0
"HIV00001117","SB 1209","2011-03-01 00:00:00","Yes",1,13,0
"HIV00001115","SB 1207","2011-02-11 00:00:00","Yes",0,5,0
"HIV00001396","SB 1357","2011-02-15 00:00:00","Yes",0,4,1
"HIV00001398","SB 1357","2011-03-17 00:00:00","Yes",1,11,0
"HIV00001397","SB 1357","2011-03-01 00:00:00","Yes",1,13,0
"HIV00001150","SB 1222","2011-02-12 00:00:00","Yes",2,3,0
"HIV00001139","SB 1220","2011-02-10 00:00:00","Yes",2,5,0
"HIV00001141","SB 1220","2011-03-21 00:00:00","Yes",2,9,0
"HIV00001142","SB 1220","2011-03-21 00:00:00","Yes",2,9,0
"HIV00001140","SB 1220","2011-03-01 00:00:00","Yes",0,14,0
"HIV00001131","SB 1217","2011-02-04 00:00:00","Yes",2,4,0
"HIV00001132","SB 1217","2011-02-09 00:00:00","Yes",1,4,0
"HIV00001133","SB 1217","2011-02-25 00:00:00","Yes",1,13,0
"HIV00001124","SB 1214","2011-02-08 00:00:00","Yes",1,4,0
"HIV00001125","SB 1214","2011-02-09 00:00:00","Yes",0,7,0
"HIV00001126","SB 1214","2011-02-25 00:00:00","Yes",2,12,0
"HIV00001456","SB 1405","2011-02-08 00:00:00","Yes",1,3,1
"HIV00001470","SB 1426","2011-02-17 00:00:00","Yes",0,4,1
"HIV00001471","SB 1426","2011-02-24 00:00:00","Yes",1,13,0
"HIV00001467","SB 1424","2011-02-10 00:00:00","Yes",2,3,0
"HIV00001458","SB 1414","2011-02-11 00:00:00","Yes",0,6,1
"HIV00001457","SB 1411","2011-02-11 00:00:00","Yes",2,3,0
"HIV00001529","SB 1487","2011-02-11 00:00:00","Yes",0,5,1
"HIV00001531","SB 1487","2011-03-21 00:00:00","Yes",2,12,0
"HIV00001530","SB 1487","2011-03-01 00:00:00","Yes",0,14,0
"HIV00001504","SB 1476","2011-02-08 00:00:00","Yes",0,5,0
"HIV00001505","SB 1476","2011-02-25 00:00:00","Yes",1,13,0
"HIV00001562","SB 1506","2011-02-10 00:00:00","Yes",2,5,0
"HIV00001563","SB 1506","2011-02-10 00:00:00","Yes",3,4,0
"HIV00001564","SB 1506","2011-02-24 00:00:00","Yes",1,11,2
"HIV00001565","SB 1506","2011-03-15 00:00:00","Yes",2,8,0
"HIV00001551","SB 1498","2011-02-11 00:00:00","Yes",0,5,0
"HIV00001552","SB 1498","2011-02-28 00:00:00","Yes",3,4,0
"HIV00001554","SB 1498","2011-03-15 00:00:00","Yes",2,9,0
"HIV00001553","SB 1498","2011-02-28 00:00:00","Yes",0,14,0
"HIV00001601","SB 1523","2011-02-08 00:00:00","No",2,5,0
"HIV00001594","SB 1521","2011-02-11 00:00:00","Yes",0,6,0
"HIV00001595","SB 1521","2011-02-15 00:00:00","Yes",3,4,0
"HIV00001596","SB 1521","2011-03-01 00:00:00","Yes",1,13,0
"HIV00001577","SB 1516","2011-03-01 00:00:00","Yes",2,5,0
"HIV00001576","SB 1516","2011-02-14 00:00:00","Yes",2,5,0
"HIV00001811","HB 1","2011-02-17 00:00:00","Yes",4,8,0
"HIV00001614","SB 1538","2011-02-16 00:00:00","Yes",1,6,0
"HIV00001615","SB 1538","2011-02-24 00:00:00","Yes",1,13,0
"HIV00001616","SB 1538","2011-03-18 00:00:00","Yes",2,8,0
"HIV00001822","HB 26","2011-01-27 00:00:00","Yes",3,7,0
"HIV00001820","HB 18","2011-02-09 00:00:00","Yes",0,11,0
"HIV00001821","HB 18","2011-02-24 00:00:00","Yes",4,12,0
"HIV00001823","HB 30","2011-02-09 00:00:00","Yes",0,11,0
"HIV00001833","HB 55","2011-02-03 00:00:00","Yes",3,11,0
"HIV00001842","HB 65","2011-02-15 00:00:00","Yes",2,8,0
"HIV00001851","HB 94","2011-01-27 00:00:00","Yes",3,7,0
"HIV00001850","HB 84","2011-01-31 00:00:00","Yes",1,10,0
"HIV00001856","HB 105","2011-02-01 00:00:00","Yes",1,10,0
"HIV00001857","HB 105","2011-02-01 00:00:00","Yes",1,10,0
"HIV00001854","HB 100","2011-02-01 00:00:00","Yes",2,14,0
"HIV00001853","HB 98","2011-02-10 00:00:00","Yes",1,10,0
"HIV00001852","HB 96","2011-01-27 00:00:00","Yes",2,9,0
"HIV00001874","HB 119","2011-02-10 00:00:00","Yes",4,12,0
"HIV00001864","HB 113","2011-02-03 00:00:00","Yes",3,8,0
"HIV00001865","HB 113","2011-02-03 00:00:00","Yes",3,9,0
"HIV00001860","HB 110","2011-01-31 00:00:00","Yes",3,13,0
"HIV00001859","HB 109","2011-02-01 00:00:00","Yes",2,14,0
"HIV00001899","HB 132","2011-02-15 00:00:00","Yes",4,12,0
"HIV00001885","HB 123","2011-02-02 00:00:00","Yes",1,10,0
"HIV00001886","HB 123","2011-02-02 00:00:00","Yes",2,9,0
"HIV00001887","HB 123","2011-03-03 00:00:00","Yes",3,14,0
"HIV00001889","HB 123","2011-03-23 00:00:00","Yes",1,4,0
"HIV00001888","HB 123","2011-03-23 00:00:00","Yes",3,4,0
"HIV00001907","HB 142","2011-02-03 00:00:00","Yes",0,12,0
"HIV00001901","HB 139","2011-01-31 00:00:00","Yes",3,13,0
"HIV00001902","HB 139","2011-03-02 00:00:00","Yes",5,11,0
"HIV00001900","HB 135","2011-02-03 00:00:00","Yes",1,9,0
"HIV00001908","HB 155","2011-02-16 00:00:00","Yes",2,10,0
"HIV00001909","HB 155","2011-02-16 00:00:00","Yes",1,9,0
"HIV00001923","HB 167","2011-01-28 00:00:00","Yes",0,11,1
"HIV00001922","HB 166","2011-01-28 00:00:00","Yes",0,11,1
"HIV00001921","HB 161","2011-02-10 00:00:00","Yes",3,7,0
"HIV00001912","HB 158","2011-02-07 00:00:00","Yes",0,8,3
"HIV00001910","HB 157","2011-02-07 00:00:00","Yes",2,8,0
"HIV00001911","HB 157","2011-02-07 00:00:00","Yes",2,8,0
"HIV00001934","HB 198","2011-02-07 00:00:00","Yes",2,12,0
"HIV00001935","HB 198","2011-03-03 00:00:00","Yes",3,14,0
"HIV00001942","HB 225","2011-02-02 00:00:00","Yes",1,9,0
"HIV00001941","HB 224","2011-02-02 00:00:00","Yes",1,9,0
"HIV00001940","HB 222","2011-02-09 00:00:00","Yes",0,10,0
"HIV00001951","HB 231","2011-02-02 00:00:00","Yes",3,9,0
"HIV00001952","HB 231","2011-02-15 00:00:00","Yes",3,13,0
"HIV00001953","HB 231","2011-03-02 00:00:00","Yes",0,17,0
"HIV00001954","HB 231","2011-03-22 00:00:00","Yes",1,3,0
"HIV00001955","HB 231","2011-03-23 00:00:00","Yes",1,4,0
"HIV00002015","HB 286","2011-02-09 00:00:00","Yes",0,11,0
"HIV00002013","HB 285","2011-02-09 00:00:00","Yes",0,11,0
"HIV00002014","HB 285","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002008","HB 275","2011-02-08 00:00:00","Yes",1,9,0
"HIV00002016","HB 290","2011-01-28 00:00:00","Yes",0,11,0
"HIV00002017","HB 290","2011-02-15 00:00:00","Yes",3,13,0
"HIV00002018","HB 290","2011-02-24 00:00:00","Yes",1,16,0
"HIV00002052","HB 314","2011-02-10 00:00:00","Yes",2,10,0
"HIV00002053","HB 314","2011-03-02 00:00:00","Yes",0,17,0
"HIV00002050","HB 313","2011-02-03 00:00:00","Yes",0,12,0
"HIV00002051","HB 313","2011-02-16 00:00:00","Yes",1,9,0
"HIV00002048","HB 310","2011-02-09 00:00:00","No",1,11,0
"HIV00002045","HB 309","2011-02-02 00:00:00","No",3,9,0
"HIV00002046","HB 309","2011-02-16 00:00:00","Yes",3,8,1
"HIV00002047","HB 309","2011-02-16 00:00:00","Yes",3,8,1
"HIV00002044","HB 308","2011-02-02 00:00:00","No",3,9,0
"HIV00002073","HB 325","2011-01-28 00:00:00","Yes",0,11,0
"HIV00002074","HB 325","2011-02-09 00:00:00","Yes",0,11,0
"HIV00002098","HB 344","2011-02-07 00:00:00","No",2,12,0
"HIV00002093","HB 339","2011-02-02 00:00:00","Yes",3,11,0
"HIV00002087","HB 337","2011-02-07 00:00:00","Yes",5,11,0
"HIV00002088","HB 337","2011-02-07 00:00:00","Yes",5,11,0
"HIV00002089","HB 337","2011-03-02 00:00:00","Yes",0,17,0
"HIV00002103","HB 358","2011-02-09 00:00:00","Yes",0,11,0
"HIV00002102","HB 356","2011-02-10 00:00:00","Yes",2,9,0
"HIV00002105","HB 367","2011-02-03 00:00:00","Yes",1,10,0
"HIV00002104","HB 364","2011-02-08 00:00:00","Yes",0,11,0
"HIV00002118","HB 378","2011-02-02 00:00:00","Yes",2,9,0
"HIV00002119","HB 378","2011-02-02 00:00:00","Yes",0,11,0
"HIV00002120","HB 378","2011-02-16 00:00:00","Yes",1,9,0
"HIV00002108","HB 376","2011-02-14 00:00:00","Yes",3,9,0
"HIV00002109","HB 376","2011-03-02 00:00:00","Yes",0,17,0
"HIV00002110","HB 376","2011-03-22 00:00:00","Yes",2,3,0
"HIV00002111","HB 376","2011-03-22 00:00:00","Yes",1,4,0
"HIV00002107","HB 374","2011-02-03 00:00:00","Yes",1,10,0
"HIV00002106","HB 371","2011-01-31 00:00:00","Yes",1,10,0
"HIV00002145","HB 394","2011-02-07 00:00:00","Yes",1,8,2
"HIV00002140","HB 392","2011-02-07 00:00:00","Yes",0,11,0
"HIV00002133","HB 385","2011-01-28 00:00:00","Yes",0,8,4
"HIV00002187","HB 430","2011-02-09 00:00:00","Yes",1,11,0
"HIV00002174","HB 422","2011-02-08 00:00:00","Yes",4,8,0
"HIV00002175","HB 422","2011-02-28 00:00:00","Yes",2,15,0
"HIV00002173","HB 421","2011-02-11 00:00:00","Yes",2,8,0
"HIV00002172","HB 418","2011-03-02 00:00:00","Yes",1,16,0
"HIV00002171","HB 414","2011-02-08 00:00:00","Yes",1,9,0
"HIV00002190","HB 444","2011-02-01 00:00:00","Yes",1,11,0
"HIV00002191","HB 453","2011-02-07 00:00:00","Yes",0,12,0
"HIV00002192","HB 453","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002212","HB 475","2011-02-15 00:00:00","Yes",2,9,0
"HIV00002199","HB 464","2011-02-01 00:00:00","Yes",0,12,0
"HIV00002200","HB 464","2011-02-01 00:00:00","Yes",0,11,0
"HIV00002196","HB 463","2011-02-01 00:00:00","Yes",1,11,0
"HIV00002197","HB 463","2011-02-01 00:00:00","Yes",0,11,0
"HIV00002198","HB 463","2011-02-14 00:00:00","Yes",4,12,0
"HIV00002235","HB 497","2011-02-10 00:00:00","Yes",3,7,0
"HIV00002219","HB 489","2011-02-09 00:00:00","Yes",0,11,0
"HIV00002243","HB 512","2011-01-28 00:00:00","Yes",1,9,0
"HIV00002242","HB 507","2011-01-28 00:00:00","Yes",1,9,0
"HIV00002241","HB 506","2011-02-09 00:00:00","Yes",0,11,0
"HIV00002245","HB 516","2011-02-07 00:00:00","Yes",2,8,0
"HIV00002246","HB 516","2011-02-07 00:00:00","Yes",2,8,0
"HIV00002244","HB 514","2011-02-03 00:00:00","Yes",1,9,0
"HIV00002260","HB 528","2011-02-02 00:00:00","Yes",0,11,0
"HIV00002257","HB 527","2011-02-01 00:00:00","Yes",0,12,0
"HIV00002258","HB 527","2011-02-01 00:00:00","Yes",0,11,0
"HIV00002259","HB 527","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002274","HB 549","2011-02-01 00:00:00","Yes",2,14,0
"HIV00002275","HB 549","2011-02-28 00:00:00","Yes",1,16,0
"HIV00002270","HB 548","2011-02-07 00:00:00","Yes",1,10,0
"HIV00002271","HB 548","2011-02-14 00:00:00","Yes",3,9,0
"HIV00002272","HB 548","2011-03-01 00:00:00","Yes",7,9,0
"HIV00002273","HB 548","2011-03-22 00:00:00","Yes",1,4,0
"HIV00002300","HB 564","2011-03-02 00:00:00","Yes",1,16,0
"HIV00002294","HB 562","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002295","HB 562","2011-03-23 00:00:00","No",3,11,0
"HIV00002290","HB 561","2011-02-07 00:00:00","Yes",1,9,0
"HIV00002291","HB 561","2011-02-07 00:00:00","Yes",1,9,0
"HIV00002292","HB 561","2011-02-28 00:00:00","Yes",1,16,0
"HIV00002293","HB 561","2011-03-18 00:00:00","Yes",1,3,0
"HIV00002287","HB 560","2011-01-31 00:00:00","Yes",3,13,0
"HIV00002288","HB 560","2011-02-26 00:00:00","Yes",2,15,0
"HIV00007667","HB 560","2011-03-15 00:00:00","No",2,5,0
"HIV00002286","HB 558","2011-02-01 00:00:00","Yes",3,9,0
"HIV00002280","HB 551","2011-02-10 00:00:00","Yes",2,9,1
"HIV00002281","HB 551","2011-03-02 00:00:00","Yes",5,9,2
"HIV00002317","HB 577","2011-02-15 00:00:00","Yes",2,10,0
"HIV00002316","HB 576","2011-02-17 00:00:00","Yes",2,8,0
"HIV00002312","HB 574","2011-01-27 00:00:00","Yes",3,7,0
"HIV00002303","HB 568","2011-02-02 00:00:00","Yes",4,8,0
"HIV00002304","HB 568","2011-02-02 00:00:00","Yes",0,11,0
"HIV00002305","HB 568","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002301","HB 566","2011-02-08 00:00:00","Yes",4,8,0
"HIV00002302","HB 566","2011-03-03 00:00:00","Yes",1,15,1
"HIV00002345","HB 598","2011-01-28 00:00:00","Yes",1,9,0
"HIV00002332","HB 595","2011-02-07 00:00:00","Yes",1,9,0
"HIV00002333","HB 595","2011-02-07 00:00:00","Yes",1,9,0
"HIV00002321","HB 585","2011-02-07 00:00:00","Yes",0,12,0
"HIV00002320","HB 581","2011-02-16 00:00:00","Yes",4,8,0
"HIV00002319","HB 579","2011-02-14 00:00:00","Yes",3,9,0
"HIV00002349","HB 604","2011-02-17 00:00:00","Yes",2,10,0
"HIV00002348","HB 603","2011-02-10 00:00:00","Yes",2,10,0
"HIV00002347","HB 602","2011-02-08 00:00:00","Yes",1,9,0
"HIV00002346","HB 601","2011-02-16 00:00:00","Yes",3,9,0
"HIV00002377","HB 623","2011-02-07 00:00:00","Yes",0,11,0
"HIV00002376","HB 618","2011-03-01 00:00:00","Yes",7,9,0
"HIV00002369","HB 615","2011-01-28 00:00:00","Yes",1,9,0
"HIV00002361","HB 613","2011-01-28 00:00:00","Yes",1,9,0
"HIV00002362","HB 613","2011-03-03 00:00:00","Yes",6,10,0
"HIV00002381","HB 627","2011-01-28 00:00:00","Yes",0,11,0
"HIV00002378","HB 625","2011-02-02 00:00:00","Yes",3,11,0
"HIV00002379","HB 625","2011-02-11 00:00:00","Yes",5,7,0
"HIV00002380","HB 625","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002387","HB 647","2011-02-07 00:00:00","Yes",0,11,0
"HIV00002388","HB 647","2011-02-07 00:00:00","Yes",1,10,0
"HIV00002402","HB 668","2011-02-10 00:00:00","Yes",2,10,0
"HIV00002417","HB 684","2011-01-27 00:00:00","Yes",3,7,0
"HIV00002418","HB 684","2011-02-15 00:00:00","Yes",4,12,0
"HIV00002419","HB 684","2011-02-28 00:00:00","Yes",2,15,0
"HIV00002414","HB 681","2011-02-10 00:00:00","Yes",2,10,0
"HIV00002415","HB 681","2011-03-02 00:00:00","Yes",5,11,0
"HIV00002416","HB 681","2011-03-15 00:00:00","Yes",2,3,0
"HIV00002427","HB 691","2011-01-28 00:00:00","Yes",1,9,0
"HIV00002428","HB 691","2011-02-14 00:00:00","Yes",0,14,0
"HIV00002431","HB 704","2011-02-03 00:00:00","Yes",1,9,0
"HIV00002430","HB 702","2011-02-10 00:00:00","Yes",0,11,0
"HIV00002429","HB 696","2011-02-02 00:00:00","Yes",1,9,0
"HIV00002432","HB 714","2011-02-11 00:00:00","Yes",2,8,0
"HIV00002443","HB 726","2011-01-27 00:00:00","Yes",3,7,0
"HIV00002442","HB 724","2011-02-03 00:00:00","Yes",1,9,0
"HIV00002441","HB 721","2011-02-03 00:00:00","Yes",1,9,0
"HIV00002438","HB 718","2011-02-10 00:00:00","Yes",3,7,0
"HIV00002439","HB 718","2011-03-02 00:00:00","Yes",0,17,0
"HIV00002440","HB 718","2011-03-18 00:00:00","Yes",1,3,0
"HIV00002437","HB 717","2011-02-07 00:00:00","Yes",2,8,0
"HIV00002447","HB 736","2011-02-03 00:00:00","Yes",1,9,0
"HIV00002445","HB 734","2011-02-03 00:00:00","Yes",1,10,0
"HIV00002446","HB 734","2011-02-14 00:00:00","Yes",4,6,0
"HIV00002444","HB 727","2011-02-10 00:00:00","Yes",3,7,0
"HIV00002455","HB 744","2011-02-15 00:00:00","Yes",2,15,0
"HIV00002456","HB 744","2011-03-22 00:00:00","Yes",1,5,1
"HIV00002457","HB 744","2011-04-01 00:00:00","Yes",2,12,0
"HIV00002454","HB 740","2011-01-27 00:00:00","Yes",3,7,0
"HIV00002448","HB 738","2011-02-17 00:00:00","Yes",2,8,0
"HIV00002475","HB 760","2011-01-31 00:00:00","Yes",3,7,0
"HIV00002468","HB 756","2011-02-04 00:00:00","Yes",0,10,0
"HIV00002469","HB 756","2011-02-14 00:00:00","Yes",3,9,0
"HIV00002470","HB 756","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002466","HB 754","2011-02-09 00:00:00","Yes",1,11,0
"HIV00002465","HB 753","2011-02-09 00:00:00","Yes",1,11,0
"HIV00002463","HB 749","2011-02-07 00:00:00","Yes",1,9,0
"HIV00002464","HB 749","2011-02-07 00:00:00","Yes",1,9,0
"HIV00002486","HB 772","2011-01-31 00:00:00","No",3,7,0
"HIV00002487","HB 772","2011-02-10 00:00:00","Yes",3,7,0
"HIV00002484","HB 769","2011-01-31 00:00:00","No",3,7,0
"HIV00002485","HB 769","2011-02-14 00:00:00","Yes",4,6,0
"HIV00002482","HB 768","2011-01-27 00:00:00","No",3,7,0
"HIV00002483","HB 768","2011-02-07 00:00:00","Yes",3,7,0
"HIV00002508","HB 788","2011-02-15 00:00:00","Yes",2,9,0
"HIV00002509","HB 788","2011-02-15 00:00:00","Yes",4,8,0
"HIV00002503","HB 785","2011-02-14 00:00:00","Yes",3,9,0
"HIV00002499","HB 782","2011-02-10 00:00:00","Yes",0,11,0
"HIV00002500","HB 782","2011-02-26 00:00:00","Yes",2,14,1
"HIV00002501","HB 782","2011-03-23 00:00:00","Yes",1,4,0
"HIV00002502","HB 782","2011-04-07 00:00:00","Yes",3,10,1
"HIV00002497","HB 779","2011-02-11 00:00:00","Yes",1,10,1
"HIV00002496","HB 777","2011-01-28 00:00:00","Yes",0,11,1
"HIV00002517","HB 799","2011-03-01 00:00:00","Yes",0,15,2
"HIV00002518","HB 799","2011-03-23 00:00:00","No",1,4,0
"HIV00002513","HB 795","2011-03-02 00:00:00","Yes",0,17,0
"HIV00002512","HB 794","2011-02-26 00:00:00","Yes",2,14,1
"HIV00002533","HB 810","2011-01-27 00:00:00","Yes",2,9,0
"HIV00002531","HB 809","2011-02-07 00:00:00","Yes",2,9,0
"HIV00002532","HB 809","2011-02-26 00:00:00","Yes",2,14,1
"HIV00002530","HB 808","2011-02-26 00:00:00","Yes",2,15,0
"HIV00002529","HB 805","2011-02-26 00:00:00","Yes",2,14,1
"HIV00002526","HB 803","2011-01-31 00:00:00","Yes",3,13,0
"HIV00002527","HB 803","2011-02-26 00:00:00","Yes",2,15,0
"HIV00002528","HB 803","2011-03-15 00:00:00","No",2,5,0
"HIV00002525","HB 802","2011-01-31 00:00:00","Yes",3,11,2
"HIV00002540","HB 823","2011-01-31 00:00:00","Yes",1,10,0
"HIV00002541","HB 823","2011-02-15 00:00:00","Yes",4,12,0
"HIV00002542","HB 823","2011-02-26 00:00:00","Yes",2,15,0
"HIV00002543","HB 823","2011-03-21 00:00:00","Yes",1,4,0
"HIV00002539","HB 821","2011-02-04 00:00:00","Yes",0,10,0
"HIV00002537","HB 815","2011-02-26 00:00:00","Yes",2,15,0
"HIV00002538","HB 815","2011-03-03 00:00:00","No",2,15,0
"HIV00002562","HB 837","2011-02-04 00:00:00","Yes",0,12,0
"HIV00002563","HB 837","2011-02-04 00:00:00","Yes",0,10,1
"HIV00002564","HB 837","2011-03-02 00:00:00","Yes",1,15,1
"HIV00002560","HB 836","2011-01-31 00:00:00","Yes",3,9,0
"HIV00002561","HB 836","2011-02-15 00:00:00","Yes",3,13,0
"HIV00002558","HB 833","2011-01-31 00:00:00","Yes",1,10,0
"HIV00002556","HB 830","2011-02-03 00:00:00","Yes",3,11,0
"HIV00002557","HB 830","2011-02-24 00:00:00","Yes",1,16,0
"HIV00002544","HB 824","2011-02-15 00:00:00","Yes",2,10,0
"HIV00002586","HB 853","2011-03-02 00:00:00","Yes",0,17,0
"HIV00002577","HB 847","2011-02-08 00:00:00","Yes",0,11,0
"HIV00002576","HB 846","2011-02-08 00:00:00","Yes",0,11,0
"HIV00002573","HB 845","2011-02-17 00:00:00","Yes",1,10,0
"HIV00002574","HB 845","2011-03-02 00:00:00","Yes",5,10,1
"HIV00002575","HB 845","2011-03-22 00:00:00","Yes",0,6,1
"HIV00002610","HB 871","2011-02-10 00:00:00","Yes",4,6,0
"HIV00002611","HB 871","2011-02-10 00:00:00","Yes",2,8,1
"HIV00002609","HB 869","2011-02-04 00:00:00","Yes",2,9,0
"HIV00002607","HB 868","2011-02-02 00:00:00","Yes",0,11,0
"HIV00002608","HB 868","2011-02-02 00:00:00","Yes",4,8,0
"HIV00002593","HB 862","2011-02-04 00:00:00","Yes",5,11,0
"HIV00002621","HB 880","2011-02-09 00:00:00","Yes",6,10,0
"HIV00002614","HB 878","2011-02-02 00:00:00","Yes",3,13,0
"HIV00002615","HB 878","2011-03-01 00:00:00","Yes",7,9,0
"HIV00002613","HB 876","2011-02-17 00:00:00","Yes",2,10,0
"HIV00002612","HB 874","2011-02-03 00:00:00","Yes",4,8,0
"HIV00002644","HB 903","2011-02-08 00:00:00","Yes",1,9,0
"HIV00002636","HB 898","2011-02-09 00:00:00","Yes",1,11,0
"HIV00002637","HB 898","2011-02-24 00:00:00","Yes",1,16,0
"HIV00002635","HB 895","2011-02-02 00:00:00","Yes",1,9,0
"HIV00002633","HB 894","2011-02-02 00:00:00","Yes",5,11,0
"HIV00002634","HB 894","2011-02-02 00:00:00","Yes",5,11,0
"HIV00002674","HB 917","2011-01-31 00:00:00","Yes",1,10,0
"HIV00002675","HB 917","2011-02-15 00:00:00","Yes",2,9,1
"HIV00002676","HB 917","2011-02-15 00:00:00","Yes",2,9,1
"HIV00002656","HB 908","2011-01-31 00:00:00","Yes",5,9,0
"HIV00002657","HB 908","2011-03-01 00:00:00","Yes",0,17,0
"HIV00002645","HB 904","2011-02-04 00:00:00","Yes",0,10,0
"HIV00002646","HB 904","2011-02-23 00:00:00","Yes",3,13,0
"HIV00002647","HB 904","2011-02-23 00:00:00","Yes",3,13,0
"HIV00002648","HB 904","2011-03-15 00:00:00","Yes",2,5,0
"HIV00002690","HB 927","2011-02-03 00:00:00","Yes",4,8,0
"HIV00002691","HB 927","2011-02-28 00:00:00","Yes",2,15,0
"HIV00002689","HB 926","2011-02-14 00:00:00","Yes",3,9,0
"HIV00002678","HB 922","2011-02-02 00:00:00","Yes",1,9,0
"HIV00002679","HB 922","2011-03-02 00:00:00","Yes",5,11,0
"HIV00002680","HB 922","2011-03-21 00:00:00","Yes",2,6,0
"HIV00002681","HB 922","2011-03-31 00:00:00","Yes",0,5,0
"HIV00002683","HB 922","2011-04-07 00:00:00","Yes",2,3,0
"HIV00002682","HB 922","2011-04-07 00:00:00","Yes",5,9,0
